id,volume,lon,lat,edd
85,2000,77.57667231,12.91331444,2023-02-10
86,16000,77.70800948,13.0475856,2023-02-09
87,8000,77.66532887,12.96780952,2023-02-08
88,1000,77.68048322,12.97625858,2023-02-09
89,256000,77.59562911,12.96293388,2023-02-10
90,256000,77.55145902,13.07518559,2023-02-08
91,500,77.60315031,13.04632351,2023-02-08
92,128000,77.62602045,12.93858172,2023-02-08
93,128000,77.57913246,12.96778216,2023-02-09
94,8000,77.64611372,12.96212406,2023-02-10
95,32000,77.56161818,12.98328394,2023-02-09
96,125,77.59146985,13.04829054,2023-02-11
97,125,77.58004055,13.00509299,2023-02-08
98,125,77.58290975,12.96880477,2023-02-08
99,64000,77.59556755,12.90385536,2023-02-11
100,32000,77.61284955,12.91149463,2023-02-11
101,4000,77.56520187,13.0702094,2023-02-08
102,8000,77.55210137,13.01990838,2023-02-11
103,64000,77.57112893,12.94012142,2023-02-08
104,500,77.63894213,13.00611422,2023-02-09
105,128000,77.66184192,13.00704892,2023-02-08
106,250,77.59802995,12.98730358,2023-02-09
107,1000,77.59214587,12.92198595,2023-02-08
108,8000,77.60421369,12.96035818,2023-02-11
109,125,77.64258708,12.93005094,2023-02-08
110,64000,77.58519911,12.96510901,2023-02-08
111,128000,77.63819949,12.94472583,2023-02-11
112,64000,77.5910004,12.89740092,2023-02-11
113,256000,77.61397974,12.91191768,2023-02-11
114,1000,77.56338626,13.05222179,2023-02-09
115,125,77.59204952,12.95690726,2023-02-08
116,4000,77.53603371,13.00882381,2023-02-08
117,256000,77.58184351,13.01495133,2023-02-09
118,64000,77.49206427,12.9332011,2023-02-10
119,4000,77.53369366,12.95858089,2023-02-08
120,32000,77.57784569,13.10589251,2023-02-11
121,8000,77.56605505,13.0445123,2023-02-10
122,1000,77.56993628,13.01671137,2023-02-08
123,16000,77.56444889,12.98773465,2023-02-11
124,250,77.55265551,12.91859246,2023-02-10
125,4000,77.55256236,12.94082254,2023-02-09
126,2000,77.62342188,12.95136559,2023-02-08
127,16000,77.55721274,12.90440553,2023-02-08
128,32000,77.59494467,12.93769834,2023-02-10
129,1000,77.5760304,12.94035441,2023-02-11
130,32000,77.6208378,12.89486197,2023-02-08
131,128000,77.70702431,12.96939589,2023-02-09
132,128000,77.51728043,12.89556807,2023-02-08
133,256000,77.6701494,12.97333674,2023-02-11
134,128000,77.65574169,12.99154088,2023-02-09
135,1000,77.57638977,12.97181161,2023-02-08
136,125,77.60122889,12.99118687,2023-02-08
137,2000,77.61513109,12.99636976,2023-02-11
138,250,77.56541976,13.02876453,2023-02-08
139,4000,77.57719999,12.94878734,2023-02-09
140,16000,77.56812121,12.88874923,2023-02-10
141,250,77.65980866,12.98168442,2023-02-09
142,250,77.5908245,12.94539096,2023-02-09
143,8000,77.60646111,12.95132304,2023-02-08
144,1000,77.53689616,12.91057889,2023-02-10
145,250,77.58799748,12.96601524,2023-02-11
146,2000,77.52781621,12.9908907,2023-02-09
147,64000,77.63504106,13.00894823,2023-02-08
148,32000,77.62774569,12.99187976,2023-02-10
149,256000,77.59044504,12.94965267,2023-02-10
150,64000,77.56965366,12.94710699,2023-02-09
151,256000,77.72200125,12.97299988,2023-02-10
152,1000,77.61531129,12.96096845,2023-02-11
153,8000,77.54656284,12.97533975,2023-02-08
154,500,77.6236565,13.04940259,2023-02-08
155,1000,77.61026518,13.02203763,2023-02-10
156,4000,77.62755973,13.01426472,2023-02-09
157,125,77.58118462,12.97729188,2023-02-08
158,256000,77.53,12.95457733,2023-02-11
159,16000,77.58895014,13.02208083,2023-02-08
160,1000,77.60288642,13.03662807,2023-02-09
161,500,77.56905993,12.98776693,2023-02-11
162,4000,77.63469042,13.00783475,2023-02-08
163,16000,77.66280314,12.9477038,2023-02-09
164,4000,77.60726158,13.096285,2023-02-09
165,16000,77.59482642,12.87129479,2023-02-09
166,1000,77.61253144,13.03474199,2023-02-11
167,8000,77.51025026,12.87286477,2023-02-08
168,1000,77.60551052,12.99260998,2023-02-09
169,4000,77.66386415,12.96939039,2023-02-09
170,1000,77.61828027,12.96596746,2023-02-11
171,256000,77.5722822,12.97747683,2023-02-10
172,2000,77.60088954,12.9077762,2023-02-08
173,500,77.54659229,12.93646094,2023-02-09
174,128000,77.53495814,12.97721911,2023-02-11
175,500,77.60638423,12.95799622,2023-02-08
176,256000,77.53714604,12.997181,2023-02-08
177,500,77.54793333,12.98040698,2023-02-08
178,4000,77.59631143,12.92036125,2023-02-08
179,256000,77.51241565,12.93298454,2023-02-09
180,16000,77.64367094,12.99768842,2023-02-09
181,256000,77.5152158,12.98861355,2023-02-10
182,32000,77.5826987,13.01725145,2023-02-08
183,250,77.65384056,12.91837885,2023-02-10
184,250,77.60296649,12.91542462,2023-02-09
185,64000,77.54061736,12.91235492,2023-02-09
186,256000,77.57178269,12.99936986,2023-02-08
187,1000,77.52459087,12.99056282,2023-02-08
188,8000,77.52803093,13.0135745,2023-02-10
189,8000,77.69327203,12.9267626,2023-02-09
190,2000,77.5664021,13.0775147,2023-02-08
191,256000,77.61940628,12.93897605,2023-02-08
192,2000,77.62581932,13.05972656,2023-02-08
193,16000,77.46944523,12.93108872,2023-02-11
194,125,77.57017645,12.93411095,2023-02-08
195,8000,77.55416781,13.02182754,2023-02-08
196,32000,77.53139095,12.95007117,2023-02-11
197,4000,77.4598226,12.9988194,2023-02-08
198,4000,77.60199603,13.01917568,2023-02-09
199,32000,77.59059004,12.92873081,2023-02-11
200,250,77.64825134,12.98244285,2023-02-09
201,16000,77.6042023,13.07086003,2023-02-08
202,125,77.63921458,12.97985849,2023-02-08
203,128000,77.48688498,13.00401508,2023-02-08
204,1000,77.65436649,12.91487076,2023-02-10
205,256000,77.56043129,12.98302965,2023-02-08
206,4000,77.54598932,12.96166939,2023-02-09
207,32000,77.64065508,12.99517702,2023-02-08
208,16000,77.56569456,12.99424573,2023-02-08
209,8000,77.51364716,13.00513839,2023-02-08
210,125,77.53365007,12.99882674,2023-02-09
211,8000,77.59372001,12.98422915,2023-02-08
212,125,77.63137839,13.02022823,2023-02-08
213,64000,77.58841889,13.02272732,2023-02-08
214,64000,77.65416332,12.93200641,2023-02-08
215,32000,77.58237132,12.96441818,2023-02-08
216,64000,77.66103926,12.92876253,2023-02-11
217,125,77.57886778,12.92364851,2023-02-09
218,250,77.54798826,13.02640766,2023-02-10
219,2000,77.64690853,13.03358183,2023-02-08
220,250,77.68599711,13.03023084,2023-02-09
221,128000,77.51176399,12.87371495,2023-02-11
222,8000,77.64135753,12.94641617,2023-02-09
223,64000,77.60695304,12.98834662,2023-02-09
224,4000,77.58970278,12.8692793,2023-02-08
225,128000,77.60502273,12.95831196,2023-02-09
226,8000,77.54979727,12.91825733,2023-02-08
227,2000,77.61664977,13.05260594,2023-02-11
228,125,77.55069811,12.88632545,2023-02-09
229,8000,77.64018386,13.00093707,2023-02-08
230,128000,77.62534259,13.00939366,2023-02-10
231,2000,77.5882003,13.00484209,2023-02-10
232,500,77.62441539,12.9952364,2023-02-09
233,2000,77.57831914,12.9537349,2023-02-11
234,16000,77.58066206,13.01316878,2023-02-08
235,32000,77.55468099,13.03900447,2023-02-09
236,32000,77.58294475,12.93596221,2023-02-09
237,16000,77.58275724,12.95257304,2023-02-08
238,2000,77.58083844,12.90417035,2023-02-09
239,2000,77.5331893,13.02297697,2023-02-08
240,125,77.58568574,12.88354442,2023-02-08
241,4000,77.6248781,12.9514458,2023-02-09
242,250,77.6129559,12.94504975,2023-02-08
243,64000,77.54425521,12.98491229,2023-02-11
244,64000,77.64345325,12.96924766,2023-02-09
245,256000,77.62845636,12.96837329,2023-02-08
246,32000,77.61888819,13.00487287,2023-02-10
247,125,77.55327351,12.90103337,2023-02-08
248,250,77.67392837,12.94254647,2023-02-09
249,16000,77.57810734,13.00846681,2023-02-08
250,8000,77.60870893,13.00939927,2023-02-10
251,256000,77.68716489,12.98561945,2023-02-08
252,4000,77.57140481,12.99577308,2023-02-08
253,8000,77.65777593,13.03544126,2023-02-08
254,125,77.54271738,12.95027641,2023-02-08
255,125,77.53575755,12.94148122,2023-02-11
256,500,77.63829659,13.01056312,2023-02-09
257,256000,77.7034721,12.94908707,2023-02-10
258,2000,77.58441084,13.00434403,2023-02-10
259,128000,77.6462398,12.95875868,2023-02-10
260,1000,77.63241751,13.02319806,2023-02-08
261,250,77.61298886,12.97058682,2023-02-09
262,4000,77.55590482,12.95127622,2023-02-11
263,4000,77.62368136,13.02650262,2023-02-08
264,250,77.54410076,12.87991303,2023-02-10
265,16000,77.67091829,13.0329473,2023-02-09
266,32000,77.55293688,13.03835887,2023-02-08
267,16000,77.57456447,12.96163959,2023-02-08
268,16000,77.64054157,13.02407461,2023-02-11
269,250,77.61573606,12.91671058,2023-02-09
270,125,77.51026917,13.00651292,2023-02-11
271,128000,77.60803176,12.86415698,2023-02-09
272,256000,77.62648469,12.96152254,2023-02-10
273,32000,77.53621329,12.98284107,2023-02-08
274,2000,77.61617884,12.93693628,2023-02-11
275,500,77.63827257,12.96724783,2023-02-08
276,125,77.62552633,13.00625215,2023-02-08
277,64000,77.68360852,13.04489335,2023-02-09
278,16000,77.58701036,12.91759721,2023-02-11
279,250,77.56043405,13.04774526,2023-02-09
280,16000,77.58392668,13.05091881,2023-02-09
281,32000,77.58734616,12.95876235,2023-02-10
282,125,77.66604707,12.94446043,2023-02-11
283,2000,77.60652403,12.93208367,2023-02-11
284,4000,77.66293142,13.09784778,2023-02-08
285,256000,77.58624785,12.93651695,2023-02-08
286,256000,77.57945043,13.01331644,2023-02-10
287,250,77.54428608,12.91208384,2023-02-08
288,500,77.48843947,13.00240377,2023-02-08
289,16000,77.50507313,12.89963631,2023-02-11
290,8000,77.60917681,13.07146697,2023-02-09
291,8000,77.5865815,13.03624374,2023-02-08
292,64000,77.51686155,12.97771908,2023-02-08
293,32000,77.63553145,13.00879844,2023-02-08
294,125,77.74019422,13.01683695,2023-02-08
295,64000,77.60724363,12.95294032,2023-02-11
296,2000,77.59430038,12.99999337,2023-02-11
297,125,77.64832468,12.97962528,2023-02-09
298,64000,77.57171397,12.94380737,2023-02-08
299,250,77.58885182,12.98094152,2023-02-10
300,4000,77.58734316,13.02113188,2023-02-10
301,4000,77.64456884,12.91572417,2023-02-10
302,1000,77.57206875,12.97887218,2023-02-08
303,125,77.54692218,12.92379496,2023-02-08
304,256000,77.56661051,12.98072961,2023-02-11
305,64000,77.59982152,12.97817947,2023-02-08
306,250,77.65774768,12.96830881,2023-02-09
307,2000,77.65689087,12.99916331,2023-02-08
308,32000,77.54090161,12.9825509,2023-02-10
309,8000,77.53676577,12.93752133,2023-02-11
310,1000,77.63000197,12.9428081,2023-02-08
311,500,77.67351516,13.01171489,2023-02-08
312,16000,77.52977701,12.90975756,2023-02-08
313,256000,77.56667352,12.99613619,2023-02-09
314,4000,77.49501493,12.9812949,2023-02-09
315,64000,77.64556123,12.96049384,2023-02-08
316,8000,77.52775516,12.91800926,2023-02-09
317,500,77.50750753,12.9679828,2023-02-09
318,32000,77.58361122,13.06412369,2023-02-09
319,128000,77.57281872,12.94450515,2023-02-08
320,128000,77.51459059,13.06972037,2023-02-11
321,1000,77.62087727,13.08577844,2023-02-08
322,16000,77.66465562,12.91670456,2023-02-09
323,256000,77.67735153,12.99534915,2023-02-09
324,16000,77.55037603,12.98617572,2023-02-08
325,8000,77.56784814,12.91462608,2023-02-08
326,64000,77.65385194,12.96399695,2023-02-08
327,2000,77.6709373,13.01871636,2023-02-11
328,4000,77.62529756,12.98517273,2023-02-11
329,4000,77.63142571,13.05510646,2023-02-11
330,250,77.6095277,12.94070504,2023-02-11
331,2000,77.69415159,12.96998018,2023-02-08
332,2000,77.5068838,12.94666401,2023-02-08
333,1000,77.60088733,12.9229818,2023-02-10
334,32000,77.60668537,13.00248596,2023-02-09
335,2000,77.50205457,12.86830455,2023-02-10
336,1000,77.58529137,12.92338451,2023-02-08
337,256000,77.52763287,12.99244012,2023-02-11
338,125,77.67963153,12.92601623,2023-02-09
339,2000,77.63503612,13.00149313,2023-02-08
340,256000,77.61366526,12.95740236,2023-02-11
341,1000,77.60539718,12.99778279,2023-02-09
342,128000,77.60171914,12.90136435,2023-02-09
343,1000,77.59834842,12.85884836,2023-02-08
344,4000,77.59791089,13.01723117,2023-02-08
345,4000,77.59105269,12.85351628,2023-02-08
346,32000,77.54310379,12.99435022,2023-02-08
347,32000,77.5595422,12.99487176,2023-02-10
348,256000,77.56356772,12.98596533,2023-02-08
349,32000,77.65276008,12.88322173,2023-02-09
350,32000,77.56106505,12.91292353,2023-02-09
351,128000,77.60945631,12.93524234,2023-02-09
352,32000,77.55063686,12.94174529,2023-02-09
353,2000,77.57485843,12.95517178,2023-02-11
354,125,77.58729286,12.9512519,2023-02-08
355,256000,77.51719771,12.93507544,2023-02-09
356,16000,77.62457066,12.93925911,2023-02-08
357,250,77.57259715,12.91447678,2023-02-08
358,250,77.60553346,13.03206212,2023-02-08
359,500,77.66057309,13.00445859,2023-02-08
360,32000,77.51439129,12.94865357,2023-02-09
361,64000,77.62477639,13.01786907,2023-02-08
362,250,77.6569335,12.95131848,2023-02-10
363,1000,77.54847069,12.94358811,2023-02-09
364,500,77.63057486,12.93694334,2023-02-10
365,16000,77.56530647,12.9037568,2023-02-09
366,500,77.65700055,13.00397264,2023-02-08
367,128000,77.5060052,13.07571346,2023-02-08
368,64000,77.58656885,12.9890593,2023-02-08
369,125,77.5548536,12.93476696,2023-02-11
370,16000,77.61387056,12.87431077,2023-02-08
371,4000,77.62888009,12.96526115,2023-02-11
372,125,77.6462986,12.96643629,2023-02-09
373,128000,77.65643579,12.97494501,2023-02-10
374,2000,77.57416622,12.9171017,2023-02-08
375,1000,77.63728916,12.98795677,2023-02-08
376,1000,77.54817553,12.94791258,2023-02-09
377,32000,77.71159943,12.99225875,2023-02-09
378,64000,77.64153839,12.90528353,2023-02-08
379,128000,77.6147071,13.0325203,2023-02-08
380,2000,77.59110409,13.06194292,2023-02-09
381,1000,77.73836346,12.97443265,2023-02-08
382,1000,77.57545748,12.99130966,2023-02-09
383,16000,77.56574007,12.97085302,2023-02-08
384,256000,77.62855335,12.94292723,2023-02-09
385,500,77.62319212,12.99837754,2023-02-08
386,32000,77.55199421,12.96693588,2023-02-10
387,8000,77.63093126,12.92008229,2023-02-08
388,1000,77.62375053,12.94910088,2023-02-08
389,64000,77.59127736,12.90505356,2023-02-09
390,125,77.56420037,12.98127441,2023-02-08
391,250,77.68398384,13.07385497,2023-02-08
392,16000,77.59955727,12.92615622,2023-02-09
393,256000,77.56690522,12.97643013,2023-02-09
394,2000,77.55488874,12.97481457,2023-02-11
395,125,77.57408391,12.96329158,2023-02-09
396,4000,77.67044806,13.00355252,2023-02-08
397,1000,77.50328422,12.89532401,2023-02-09
398,125,77.63779794,13.0351539,2023-02-11
399,32000,77.55527321,12.91751346,2023-02-09
400,8000,77.62958638,12.93775716,2023-02-09
401,32000,77.57652401,12.95746029,2023-02-08
402,500,77.57717155,12.99602634,2023-02-08
403,16000,77.61397077,12.95070946,2023-02-08
404,32000,77.55727061,12.96319006,2023-02-08
405,500,77.50132654,12.87230619,2023-02-11
406,125,77.5339215,13.01580009,2023-02-10
407,2000,77.66563687,12.92774478,2023-02-08
408,16000,77.59823541,12.91067082,2023-02-11
409,32000,77.56368871,12.98438336,2023-02-09
410,4000,77.59111375,12.91163741,2023-02-09
411,32000,77.57653443,12.96467,2023-02-09
412,64000,77.66118479,12.85151459,2023-02-09
413,250,77.67072616,12.98526814,2023-02-09
414,125,77.67217714,12.9998178,2023-02-09
415,4000,77.59568048,13.0236871,2023-02-11
416,250,77.51781725,13.01572513,2023-02-11
417,256000,77.61965721,12.99799059,2023-02-08
418,16000,77.52892197,12.927728,2023-02-11
419,256000,77.66186069,12.97650034,2023-02-08
420,1000,77.61040815,12.9517348,2023-02-11
421,2000,77.54899437,12.94971577,2023-02-10
422,500,77.5887704,12.93058789,2023-02-08
423,4000,77.5881255,12.96754071,2023-02-08
424,32000,77.58389941,12.97858132,2023-02-11
425,500,77.58194435,13.00524334,2023-02-10
426,125,77.66875125,12.91003075,2023-02-10
427,2000,77.62572443,12.96308878,2023-02-11
428,2000,77.55869511,12.90942079,2023-02-11
429,4000,77.53982191,12.92450148,2023-02-08
430,125,77.59113286,13.04541252,2023-02-08
431,2000,77.63486259,13.02343344,2023-02-08
432,8000,77.51262434,13.00080554,2023-02-09
433,256000,77.62021334,12.97759893,2023-02-11
434,256000,77.5917316,12.96247591,2023-02-08
435,32000,77.65625241,12.95069041,2023-02-08
436,16000,77.56880177,12.95410543,2023-02-09
437,128000,77.60198036,13.00533019,2023-02-09
438,256000,77.58738973,12.88597309,2023-02-08
439,125,77.60774759,12.91633209,2023-02-09
440,64000,77.62496542,12.97760974,2023-02-10
441,256000,77.58081415,12.94705803,2023-02-09
442,1000,77.62837112,12.98159015,2023-02-08
443,250,77.54596508,12.89385816,2023-02-08
444,2000,77.62742579,12.93798818,2023-02-09
445,125,77.59904732,12.9308507,2023-02-08
446,128000,77.45754574,12.99923056,2023-02-09
447,4000,77.56128297,12.95048737,2023-02-09
448,500,77.70937622,13.04941412,2023-02-08
449,16000,77.56509418,13.0051859,2023-02-11
450,125,77.61306824,12.92472557,2023-02-10
451,1000,77.55926204,12.96067007,2023-02-09
452,250,77.66292336,12.99184376,2023-02-09
453,16000,77.57650784,12.99816005,2023-02-10
454,500,77.70981791,12.99809063,2023-02-11
455,125,77.58273096,12.92941466,2023-02-08
456,32000,77.6119719,12.98291589,2023-02-09
457,256000,77.68102142,13.0059697,2023-02-09
458,32000,77.49571825,12.96648807,2023-02-10
459,2000,77.58050928,12.93273842,2023-02-11
460,500,77.64579578,13.01565314,2023-02-09
461,256000,77.69255025,12.87882369,2023-02-08
462,256000,77.66815953,13.03728509,2023-02-09
463,1000,77.64005368,13.00727943,2023-02-10
464,4000,77.62698825,13.02172254,2023-02-09
465,32000,77.56067245,12.96473881,2023-02-11
466,2000,77.53263688,12.96723965,2023-02-08
467,64000,77.49934489,12.92569121,2023-02-11
468,64000,77.56872233,13.01390938,2023-02-09
469,250,77.6721166,12.95521373,2023-02-10
470,500,77.49875138,12.99040596,2023-02-08
471,8000,77.56463905,12.95812414,2023-02-09
472,2000,77.65793988,12.9830728,2023-02-09
473,2000,77.5428197,13.06142938,2023-02-10
474,250,77.6373872,13.04905771,2023-02-09
475,500,77.59534124,12.91799063,2023-02-09
476,4000,77.68279819,12.99225223,2023-02-09
477,32000,77.6087431,12.88154403,2023-02-08
478,1000,77.56178326,12.92861824,2023-02-10
479,16000,77.56111807,12.98609004,2023-02-09
480,500,77.59223614,13.01440414,2023-02-11
481,2000,77.52713123,12.98664161,2023-02-08
482,1000,77.56058431,12.93703572,2023-02-09
483,4000,77.64769549,13.08529095,2023-02-08
484,250,77.54693475,12.98360791,2023-02-11
485,4000,77.6001356,12.90600332,2023-02-11
486,1000,77.59348,12.97745607,2023-02-11
487,8000,77.59805911,12.93960345,2023-02-08
488,128000,77.65886767,12.92623592,2023-02-11
489,125,77.6440447,12.92071258,2023-02-08
490,1000,77.63019231,12.95743555,2023-02-11
491,2000,77.70286217,13.05363045,2023-02-10
492,32000,77.54272215,12.93028272,2023-02-08
493,32000,77.61546781,12.91824161,2023-02-08
494,32000,77.49212392,12.96865642,2023-02-11
495,125,77.6117575,12.97067068,2023-02-08
496,250,77.6247051,13.07375306,2023-02-08
497,256000,77.61206952,12.99135987,2023-02-09
498,500,77.59654037,13.0043205,2023-02-08
499,1000,77.62638202,12.9717892,2023-02-08
500,64000,77.58858582,13.03024179,2023-02-09
501,4000,77.55369797,12.96520692,2023-02-11
502,4000,77.60425154,12.96713218,2023-02-08
503,16000,77.60203906,13.04566152,2023-02-08
504,8000,77.56597221,12.9648824,2023-02-11
505,64000,77.71805813,12.90300951,2023-02-08
506,125,77.55109668,12.93559307,2023-02-10
507,16000,77.61794671,12.91962096,2023-02-10
508,32000,77.52370917,13.04209643,2023-02-08
509,1000,77.64244001,13.01220035,2023-02-08
510,125,77.5259017,12.87929633,2023-02-08
511,32000,77.62240873,12.94749362,2023-02-09
512,4000,77.668706,12.87690355,2023-02-09
513,125,77.49844191,12.92845585,2023-02-11
514,32000,77.57684402,12.94731721,2023-02-10
515,4000,77.61765375,12.96736004,2023-02-08
516,256000,77.58057143,12.93238864,2023-02-09
517,125,77.60878082,12.9637089,2023-02-09
518,64000,77.5963052,12.9646915,2023-02-11
519,128000,77.58447329,13.06498322,2023-02-08
520,500,77.5748277,12.99991435,2023-02-11
521,1000,77.64050007,12.90151517,2023-02-08
522,128000,77.58641897,13.02693295,2023-02-08
523,2000,77.53497721,12.98003364,2023-02-09
524,64000,77.56104087,13.03667384,2023-02-10
525,2000,77.53002616,13.0806892,2023-02-10
526,16000,77.60596906,12.97743933,2023-02-08
527,500,77.66479086,12.9071636,2023-02-09
528,1000,77.59802294,12.97003992,2023-02-08
529,128000,77.6220596,13.04272801,2023-02-11
530,2000,77.5858053,13.01330082,2023-02-08
531,250,77.61811771,13.00429977,2023-02-08
532,500,77.5942053,12.97403489,2023-02-08
533,2000,77.47131629,12.94895368,2023-02-11
534,128000,77.592389,12.94190739,2023-02-08
535,4000,77.64965958,12.88473044,2023-02-09
536,4000,77.57546665,12.93728342,2023-02-08
537,500,77.67106249,12.98192842,2023-02-08
538,250,77.55784076,13.02551406,2023-02-09
539,125,77.65681386,12.9503492,2023-02-10
540,4000,77.62866835,13.01745423,2023-02-08
541,128000,77.61945351,12.93725784,2023-02-11
542,32000,77.62925192,12.90818986,2023-02-08
543,32000,77.71199128,12.98220514,2023-02-08
544,500,77.58699167,12.96950217,2023-02-08
545,250,77.54796434,13.00473625,2023-02-08
546,2000,77.604957,12.89913428,2023-02-10
547,250,77.58575598,12.9047109,2023-02-08
548,64000,77.57788064,12.94586582,2023-02-11
549,128000,77.60192152,13.04288677,2023-02-09
550,256000,77.57841601,12.99528078,2023-02-11
551,4000,77.67077647,12.91999357,2023-02-09
552,250,77.56435612,12.9477353,2023-02-08
553,64000,77.60958935,12.99174096,2023-02-09
554,64000,77.60111485,12.97014305,2023-02-09
555,16000,77.6225216,12.99908264,2023-02-09
556,1000,77.56285063,12.93723001,2023-02-08
557,8000,77.57514748,13.03883598,2023-02-11
558,8000,77.53868331,12.97560802,2023-02-08
559,8000,77.65849105,12.87824282,2023-02-09
560,32000,77.61072348,12.9678155,2023-02-09
561,256000,77.61236432,12.94941439,2023-02-09
562,8000,77.58757146,12.9507328,2023-02-08
563,125,77.67154711,12.99090764,2023-02-09
564,250,77.55236858,12.96291167,2023-02-09
565,4000,77.52908555,13.02814696,2023-02-08
566,16000,77.65372991,12.95110877,2023-02-10
567,1000,77.63366479,12.97738253,2023-02-08
568,64000,77.62554674,12.98109151,2023-02-08
569,8000,77.65619147,12.96061486,2023-02-09
570,8000,77.5898128,12.93969448,2023-02-11
571,250,77.61439131,12.96119001,2023-02-10
572,4000,77.5592278,12.97037287,2023-02-09
573,500,77.634586,12.89278386,2023-02-10
574,500,77.70526149,13.00435191,2023-02-10
575,1000,77.64546681,12.98063589,2023-02-09
576,500,77.57973949,12.95330675,2023-02-09
577,32000,77.583877,12.94576116,2023-02-09
578,125,77.62435135,12.99905142,2023-02-11
579,4000,77.68883826,12.9240093,2023-02-09
580,64000,77.52068926,13.00774629,2023-02-09
581,32000,77.55427128,12.9183782,2023-02-10
582,250,77.5801329,12.89933526,2023-02-09
583,1000,77.56860257,12.9788953,2023-02-09
584,256000,77.61197468,12.97359459,2023-02-10
585,128000,77.70066138,12.97863858,2023-02-11
586,4000,77.55839585,13.0935778,2023-02-11
587,128000,77.58044771,12.96004384,2023-02-11
588,125,77.54302742,12.8664272,2023-02-08
