id,volume,lon,lat,edd
2081,250,77.51845092,12.92446016,2023-02-10
2082,256000,77.64152304,13.04283878,2023-02-09
2083,64000,77.58388313,13.01641785,2023-02-08
2084,1000,77.64267707,12.98388438,2023-02-09
2085,32000,77.66109408,13.01540469,2023-02-09
2086,500,77.59534893,12.97577323,2023-02-08
2087,4000,77.58690303,12.99300791,2023-02-08
2088,4000,77.62748699,12.97641783,2023-02-08
2089,32000,77.52861002,12.95923543,2023-02-09
2090,4000,77.59831159,12.91586161,2023-02-11
2091,2000,77.59287011,12.96682488,2023-02-09
2092,16000,77.63862825,12.92606771,2023-02-08
2093,125,77.5946242,12.98691513,2023-02-08
2094,1000,77.51827284,12.91464721,2023-02-08
2095,125,77.54789703,13.05090503,2023-02-09
2096,2000,77.50676788,12.92240371,2023-02-08
2097,16000,77.58975984,12.99714499,2023-02-09
2098,256000,77.65550109,12.9599684,2023-02-10
2099,2000,77.57931494,12.98373958,2023-02-08
2100,250,77.54292742,12.9248933,2023-02-08
2101,32000,77.57167,12.96768473,2023-02-09
2102,1000,77.62719758,12.9449281,2023-02-09
2103,32000,77.65759369,12.94626962,2023-02-11
2104,16000,77.56421622,12.94670655,2023-02-08
2105,64000,77.61795074,12.89321885,2023-02-11
2106,500,77.53022514,12.96139706,2023-02-10
2107,8000,77.54567591,13.09633538,2023-02-08
2108,8000,77.51954526,12.9543437,2023-02-08
2109,128000,77.55382856,12.96543183,2023-02-09
2110,32000,77.71894823,13.00427926,2023-02-09
2111,2000,77.642572,12.97861241,2023-02-08
2112,500,77.63480089,12.92013238,2023-02-09
2113,8000,77.67599805,12.9522789,2023-02-08
2114,16000,77.5819961,13.00152855,2023-02-10
2115,500,77.55103236,12.94676698,2023-02-08
2116,256000,77.59847324,12.95824574,2023-02-08
2117,16000,77.56331818,13.03976934,2023-02-09
2118,4000,77.65870635,12.96288097,2023-02-09
2119,4000,77.57287597,12.92717145,2023-02-09
2120,16000,77.68122696,12.91505167,2023-02-09
2121,250,77.67762737,12.99581943,2023-02-08
2122,16000,77.63180775,12.94527059,2023-02-09
2123,64000,77.53992945,12.96431009,2023-02-09
2124,16000,77.54596967,13.02802647,2023-02-09
2125,32000,77.66641365,13.00103141,2023-02-11
2126,8000,77.58320899,12.97773446,2023-02-09
2127,8000,77.59214914,13.05240499,2023-02-08
2128,16000,77.57291991,13.00154863,2023-02-10
2129,1000,77.53516615,13.02743634,2023-02-09
2130,250,77.61796915,13.02302474,2023-02-09
2131,250,77.55613757,12.91318944,2023-02-10
2132,32000,77.54986499,12.94693315,2023-02-09
2133,500,77.58952922,13.00280739,2023-02-10
2134,250,77.5786304,13.08241663,2023-02-08
2135,4000,77.59935221,12.97612747,2023-02-08
2136,128000,77.59887099,12.98238616,2023-02-09
2137,256000,77.59657069,12.93303751,2023-02-08
2138,32000,77.53373412,13.02150952,2023-02-08
2139,125,77.66613397,12.99408175,2023-02-08
2140,32000,77.59462627,12.87810978,2023-02-08
2141,32000,77.57165042,12.98386261,2023-02-11
2142,256000,77.58410386,12.97830522,2023-02-08
2143,1000,77.58238169,12.92123404,2023-02-09
2144,256000,77.64308737,12.98133769,2023-02-10
2145,500,77.68504107,12.98772671,2023-02-09
2146,125,77.58575442,13.00323616,2023-02-08
2147,64000,77.5321502,13.03303392,2023-02-09
2148,500,77.62382273,13.01302921,2023-02-09
2149,8000,77.62221343,12.91076681,2023-02-08
2150,500,77.58373549,12.96668349,2023-02-08
2151,250,77.7151787,12.93187129,2023-02-08
2152,500,77.52738452,13.03976452,2023-02-11
2153,500,77.58893393,12.90659887,2023-02-08
2154,125,77.64815433,12.9640177,2023-02-08
2155,8000,77.61631862,12.95664792,2023-02-08
2156,125,77.51606684,12.98131529,2023-02-08
2157,256000,77.69977244,12.93891205,2023-02-08
2158,125,77.51764185,12.9069821,2023-02-09
2159,16000,77.54856057,13.06090486,2023-02-08
2160,16000,77.58753186,12.9432757,2023-02-08
2161,1000,77.52723577,12.9026705,2023-02-10
2162,16000,77.54899448,12.92410829,2023-02-09
2163,128000,77.56253314,12.9147011,2023-02-10
2164,2000,77.66813826,12.98624098,2023-02-11
2165,4000,77.5626069,13.0530627,2023-02-11
2166,2000,77.57574521,12.93850962,2023-02-09
2167,2000,77.65630176,12.92260719,2023-02-10
2168,128000,77.54364445,12.99590326,2023-02-08
2169,500,77.58200573,12.9753799,2023-02-09
2170,4000,77.51961746,12.87531553,2023-02-08
2171,125,77.67200991,12.9793717,2023-02-09
2172,32000,77.60435469,13.02370583,2023-02-11
2173,32000,77.5811965,12.9604023,2023-02-08
2174,500,77.57502755,13.00885973,2023-02-11
2175,500,77.56727593,13.0546164,2023-02-08
2176,500,77.52986284,12.96886109,2023-02-09
2177,4000,77.58378614,12.94945873,2023-02-08
2178,16000,77.5620145,12.91891832,2023-02-09
2179,1000,77.51719055,12.97434293,2023-02-11
2180,500,77.58538873,12.98861117,2023-02-11
2181,8000,77.57296176,12.98391121,2023-02-08
2182,16000,77.59677016,12.99312688,2023-02-08
2183,128000,77.6174395,12.96765391,2023-02-11
2184,8000,77.57522508,13.0477613,2023-02-08
2185,1000,77.55750354,12.89594823,2023-02-08
2186,64000,77.55374595,12.92227182,2023-02-08
2187,250,77.60210988,12.98826956,2023-02-08
2188,1000,77.64945314,12.97442982,2023-02-09
2189,2000,77.64972743,13.02334785,2023-02-08
2190,250,77.61407902,12.97772466,2023-02-08
2191,125,77.59400168,12.89083429,2023-02-10
2192,256000,77.52472024,12.92568208,2023-02-08
2193,256000,77.62397387,12.9777742,2023-02-09
2194,500,77.63925809,12.98509461,2023-02-08
2195,8000,77.65051853,12.9774701,2023-02-08
2196,1000,77.68026612,12.89411929,2023-02-08
2197,125,77.60923046,13.01807213,2023-02-09
2198,125,77.54706111,13.00134665,2023-02-11
2199,8000,77.54560041,13.05501321,2023-02-10
2200,8000,77.59737758,12.96047373,2023-02-09
2201,256000,77.6160307,12.87098592,2023-02-09
2202,32000,77.56545778,13.00632947,2023-02-08
2203,32000,77.57465346,12.92925866,2023-02-10
2204,4000,77.54496623,12.9455606,2023-02-09
2205,4000,77.6217785,12.88576912,2023-02-08
2206,128000,77.56206979,12.97655628,2023-02-08
2207,4000,77.64349793,12.95592245,2023-02-09
2208,2000,77.62461225,12.96587374,2023-02-09
2209,4000,77.53558597,13.07830838,2023-02-11
2210,500,77.75850551,12.91559403,2023-02-10
2211,64000,77.56461063,12.95428812,2023-02-08
2212,8000,77.6088506,13.05369029,2023-02-09
2213,8000,77.66132931,12.95419823,2023-02-10
2214,1000,77.70450577,12.92298575,2023-02-09
2215,16000,77.6813338,12.93428478,2023-02-08
2216,1000,77.58522484,12.97620486,2023-02-08
2217,8000,77.61929423,12.91286195,2023-02-08
2218,256000,77.58546408,12.92250085,2023-02-08
2219,1000,77.58569303,12.97752449,2023-02-08
2220,8000,77.69998247,13.02457349,2023-02-10
2221,1000,77.54374826,12.9721438,2023-02-10
2222,4000,77.59605156,12.95576471,2023-02-09
2223,16000,77.5396301,12.98138846,2023-02-11
2224,2000,77.56414979,13.0176286,2023-02-10
2225,32000,77.56266389,12.9109488,2023-02-08
2226,128000,77.58294588,12.93696259,2023-02-10
2227,500,77.52188827,12.9607081,2023-02-09
2228,16000,77.61856936,13.03058399,2023-02-10
2229,2000,77.53117883,13.0357643,2023-02-09
2230,125,77.64021041,12.98520023,2023-02-08
2231,500,77.64038506,12.95466286,2023-02-08
2232,16000,77.56009502,12.97600024,2023-02-10
2233,4000,77.64137306,12.93817812,2023-02-08
2234,4000,77.54683065,12.89206665,2023-02-09
2235,4000,77.56667052,12.85116915,2023-02-08
2236,16000,77.57546805,12.91420938,2023-02-08
2237,500,77.60625605,12.95538858,2023-02-09
2238,256000,77.68410404,12.98475915,2023-02-10
2239,250,77.59402383,12.97511214,2023-02-08
2240,16000,77.65685544,13.02106518,2023-02-09
2241,256000,77.68359555,13.01618131,2023-02-08
2242,250,77.62035025,12.96581639,2023-02-11
2243,32000,77.61128665,12.91911037,2023-02-09
2244,32000,77.59182172,13.01467576,2023-02-09
2245,16000,77.66611285,12.88444364,2023-02-09
2246,125,77.57390558,12.93790258,2023-02-09
2247,128000,77.60005972,13.02332635,2023-02-10
2248,16000,77.58977069,13.0148105,2023-02-10
2249,64000,77.5452731,12.94447929,2023-02-08
2250,64000,77.72775651,13.05994293,2023-02-11
2251,250,77.56183956,12.89736845,2023-02-08
2252,4000,77.56442731,12.95336238,2023-02-08
2253,64000,77.53677518,13.02049193,2023-02-08
2254,32000,77.53000929,12.93213743,2023-02-08
2255,128000,77.59897298,12.94008261,2023-02-08
2256,1000,77.48882373,12.9886072,2023-02-10
2257,32000,77.64255473,13.05114714,2023-02-10
2258,16000,77.63686289,12.96184865,2023-02-08
2259,4000,77.55736793,12.90363455,2023-02-08
2260,1000,77.58035748,13.00907809,2023-02-09
2261,500,77.58240896,13.0252679,2023-02-08
2262,8000,77.54371513,12.96706955,2023-02-09
2263,500,77.5955381,12.95332258,2023-02-08
2264,4000,77.48517265,12.911617,2023-02-09
2265,125,77.62750621,13.04860563,2023-02-09
2266,500,77.62617778,12.94433337,2023-02-08
2267,16000,77.61337097,12.91049965,2023-02-09
2268,128000,77.62319449,13.00001607,2023-02-09
2269,1000,77.52842519,12.95034047,2023-02-09
2270,32000,77.56989081,12.99343403,2023-02-08
2271,32000,77.70440777,12.96154646,2023-02-08
2272,128000,77.58488294,12.97627242,2023-02-10
2273,16000,77.5895781,12.95200358,2023-02-09
2274,250,77.6001869,12.90629879,2023-02-10
2275,256000,77.60045767,12.94990623,2023-02-11
2276,32000,77.66438759,12.98240816,2023-02-08
2277,256000,77.59329633,12.98883762,2023-02-09
2278,250,77.57555333,13.02002585,2023-02-08
2279,1000,77.65970399,13.06343722,2023-02-08
2280,16000,77.62147976,12.95198642,2023-02-09
2281,125,77.58167789,12.91678886,2023-02-08
2282,8000,77.57586298,12.98162088,2023-02-08
2283,500,77.59018994,12.93715626,2023-02-08
2284,256000,77.58806359,12.97186982,2023-02-09
2285,2000,77.53378858,12.98258759,2023-02-09
2286,16000,77.56733936,12.97238534,2023-02-09
2287,4000,77.63264227,13.03376197,2023-02-08
2288,8000,77.60814002,12.9029537,2023-02-09
2289,250,77.57706051,12.97507498,2023-02-09
2290,4000,77.64795115,12.89718814,2023-02-08
2291,64000,77.51029923,12.84781659,2023-02-11
2292,256000,77.65864676,12.91573903,2023-02-08
2293,4000,77.56525182,12.93556658,2023-02-09
2294,128000,77.57102369,12.99680049,2023-02-08
2295,16000,77.60504084,12.90180218,2023-02-11
2296,32000,77.60731973,12.95744389,2023-02-08
2297,256000,77.57189519,13.05178683,2023-02-08
2298,125,77.52111549,12.95360325,2023-02-08
2299,8000,77.5656097,12.9640902,2023-02-09
2300,125,77.55134152,12.929395,2023-02-09
2301,128000,77.54693783,12.98255566,2023-02-09
2302,256000,77.58959535,12.95865268,2023-02-09
2303,500,77.59380766,13.02768367,2023-02-09
2304,64000,77.51936462,12.96525437,2023-02-11
2305,125,77.6151006,12.94736259,2023-02-08
2306,256000,77.6188074,12.96159811,2023-02-10
2307,256000,77.60717596,12.93503158,2023-02-08
2308,250,77.62133385,12.958395,2023-02-08
2309,256000,77.60504519,13.02063445,2023-02-10
2310,250,77.57507683,12.96538048,2023-02-08
2311,128000,77.58491788,12.92296708,2023-02-09
2312,256000,77.57158907,13.00744291,2023-02-09
2313,250,77.51578196,12.99652025,2023-02-11
2314,2000,77.64260007,12.95783346,2023-02-09
2315,1000,77.51415342,13.02082532,2023-02-10
2316,16000,77.58582258,12.97593023,2023-02-08
2317,125,77.55028455,12.95703819,2023-02-08
2318,32000,77.51055388,12.93375997,2023-02-08
2319,16000,77.60361134,13.02515589,2023-02-08
2320,2000,77.61661586,12.95069583,2023-02-08
2321,2000,77.59934965,12.99879587,2023-02-09
2322,128000,77.74063541,13.01600501,2023-02-08
2323,125,77.66727863,12.99862404,2023-02-11
2324,250,77.59966032,12.99982957,2023-02-09
2325,125,77.60811184,12.94547308,2023-02-08
2326,16000,77.5913405,12.89020491,2023-02-08
2327,128000,77.57951337,12.89660807,2023-02-08
2328,125,77.6219337,13.01001311,2023-02-10
2329,250,77.66606389,12.93273959,2023-02-10
2330,64000,77.72602614,12.93618283,2023-02-08
2331,500,77.61061414,12.98717575,2023-02-08
2332,16000,77.6248629,13.02414952,2023-02-08
2333,1000,77.60818177,12.98210876,2023-02-08
2334,125,77.57125181,13.03037531,2023-02-11
2335,32000,77.57808459,13.00091521,2023-02-08
2336,2000,77.55231372,13.021906,2023-02-09
2337,125,77.55125057,12.99291851,2023-02-08
2338,16000,77.55350865,13.02173287,2023-02-10
2339,2000,77.59727272,13.06152584,2023-02-09
2340,250,77.62463516,13.02389945,2023-02-09
2341,8000,77.57299361,12.92690235,2023-02-09
2342,250,77.6733447,12.98314045,2023-02-09
2343,125,77.62774448,13.00271158,2023-02-09
2344,128000,77.64338173,12.97527737,2023-02-08
2345,1000,77.72099397,12.94879129,2023-02-11
2346,1000,77.57560571,12.97708989,2023-02-11
2347,500,77.58651863,12.8791234,2023-02-09
2348,500,77.57751381,12.93049125,2023-02-10
2349,16000,77.57326236,12.97328977,2023-02-08
2350,64000,77.52494706,12.99938538,2023-02-09
2351,4000,77.52269746,12.84877611,2023-02-11
2352,8000,77.54932771,12.96517422,2023-02-09
2353,500,77.62033921,12.98782879,2023-02-09
2354,64000,77.62184206,12.93326517,2023-02-08
2355,8000,77.57338377,12.95746324,2023-02-09
2356,128000,77.54669501,13.02933293,2023-02-08
2357,64000,77.63666417,13.02294726,2023-02-09
2358,1000,77.55854695,12.93786961,2023-02-11
2359,256000,77.62062478,12.98799608,2023-02-08
2360,2000,77.65401212,12.94180267,2023-02-08
2361,4000,77.59329461,13.02734631,2023-02-08
2362,128000,77.60624183,12.91780566,2023-02-09
2363,4000,77.57848899,12.98787673,2023-02-08
2364,2000,77.68621815,12.88806859,2023-02-08
2365,128000,77.57855752,12.94102222,2023-02-08
2366,250,77.64240559,12.98561274,2023-02-09
2367,2000,77.57479796,12.91193466,2023-02-09
2368,64000,77.60207785,12.88163296,2023-02-10
2369,125,77.54739993,12.94567409,2023-02-11
2370,64000,77.55061043,13.01474464,2023-02-08
2371,500,77.57224158,13.00027106,2023-02-09
2372,256000,77.60425181,12.93831165,2023-02-10
2373,64000,77.58907403,13.02057627,2023-02-11
2374,4000,77.58759095,12.93980888,2023-02-10
2375,16000,77.6240587,12.95254794,2023-02-08
2376,16000,77.57510696,12.93967086,2023-02-09
2377,16000,77.65257814,12.9201233,2023-02-10
2378,500,77.65146431,12.97815379,2023-02-11
2379,1000,77.56394702,13.03756752,2023-02-08
2380,2000,77.57087373,12.98226346,2023-02-11
2381,128000,77.57246894,12.9453288,2023-02-08
2382,500,77.54594595,13.02001237,2023-02-08
2383,32000,77.57702257,13.01732954,2023-02-08
2384,250,77.51439554,12.93640875,2023-02-11
2385,8000,77.62065932,12.91963848,2023-02-08
2386,256000,77.61846001,12.93154474,2023-02-08
2387,4000,77.56376283,12.96995716,2023-02-11
2388,1000,77.54022879,12.97203693,2023-02-08
2389,4000,77.71432911,12.95761547,2023-02-09
2390,64000,77.62178219,12.91902512,2023-02-10
2391,128000,77.58159339,13.04866765,2023-02-09
2392,4000,77.57919967,13.11602807,2023-02-08
2393,125,77.61850143,12.96473791,2023-02-11
2394,125,77.60003075,12.9684617,2023-02-09
2395,128000,77.56088158,12.98982613,2023-02-09
2396,4000,77.54583802,12.95865289,2023-02-09
2397,4000,77.539466,12.95993628,2023-02-08
2398,32000,77.63447957,12.99021057,2023-02-08
2399,4000,77.60836791,12.93141996,2023-02-09
2400,128000,77.60112739,13.01647945,2023-02-10
2401,1000,77.72318947,13.03144918,2023-02-10
2402,250,77.5040739,12.9374358,2023-02-08
2403,32000,77.49815965,12.99258569,2023-02-08
2404,500,77.61761913,13.01709295,2023-02-08
2405,500,77.5882211,13.04522181,2023-02-08
2406,4000,77.59671571,12.96923599,2023-02-08
2407,500,77.55878271,12.89378285,2023-02-08
2408,125,77.54009089,13.03712125,2023-02-09
2409,256000,77.69635564,12.97281234,2023-02-09
2410,500,77.61450002,12.9693496,2023-02-08
2411,1000,77.62767324,12.94298594,2023-02-11
2412,32000,77.63773258,12.98180774,2023-02-08
2413,250,77.57528083,12.93123449,2023-02-08
2414,4000,77.60388096,13.07743014,2023-02-09
2415,4000,77.6320359,12.92592386,2023-02-09
2416,250,77.62931087,12.94703391,2023-02-08
2417,8000,77.65355938,12.93135927,2023-02-09
2418,500,77.55822131,12.91512239,2023-02-11
2419,64000,77.65269024,13.02283982,2023-02-10
2420,4000,77.50030997,13.01129996,2023-02-09
2421,32000,77.65881211,12.89148264,2023-02-08
2422,256000,77.51511605,13.00385186,2023-02-11
2423,250,77.5409024,13.01352244,2023-02-08
2424,250,77.53472352,12.98341934,2023-02-09
2425,500,77.59698505,13.03065607,2023-02-09
2426,500,77.56516358,12.99656141,2023-02-09
2427,64000,77.55311768,13.00794602,2023-02-08
2428,32000,77.69902743,12.95314762,2023-02-08
2429,1000,77.64151082,12.97413361,2023-02-09
2430,8000,77.64843933,13.04916097,2023-02-09
2431,1000,77.62491356,12.97784363,2023-02-09
2432,8000,77.70873373,12.89828478,2023-02-10
2433,4000,77.60901652,12.90571687,2023-02-09
2434,256000,77.69945138,12.92764539,2023-02-08
2435,500,77.45352505,12.94292739,2023-02-08
2436,1000,77.61875925,12.96736927,2023-02-08
2437,250,77.58361409,12.98142242,2023-02-10
2438,250,77.48908481,12.96339545,2023-02-11
2439,2000,77.56803767,12.90400335,2023-02-08
2440,64000,77.59639507,12.95417726,2023-02-11
2441,8000,77.59726069,13.05981239,2023-02-10
2442,250,77.62683017,13.01524795,2023-02-11
2443,500,77.63029546,12.98347136,2023-02-09
2444,250,77.63864693,12.9428864,2023-02-09
2445,125,77.57313992,13.01986536,2023-02-09
2446,1000,77.54963051,12.99603822,2023-02-09
2447,250,77.53774205,12.9044451,2023-02-11
2448,500,77.61143735,12.91183921,2023-02-09
2449,250,77.68591354,12.95364395,2023-02-09
2450,4000,77.55603402,12.95411976,2023-02-08
2451,1000,77.61660206,12.89560266,2023-02-08
2452,128000,77.62406077,13.02378997,2023-02-08
2453,256000,77.61268397,13.01231881,2023-02-08
2454,32000,77.54849993,12.98565375,2023-02-08
2455,64000,77.62702984,12.91447106,2023-02-08
2456,8000,77.6167325,13.02133943,2023-02-10
2457,32000,77.60628364,12.96475357,2023-02-11
2458,256000,77.57793095,12.93536053,2023-02-10
2459,16000,77.58209331,12.97898892,2023-02-08
2460,32000,77.58725078,12.93169145,2023-02-10
2461,250,77.65082145,12.97319446,2023-02-09
2462,125,77.56488399,12.93114377,2023-02-09
2463,16000,77.63882057,13.02004121,2023-02-09
2464,1000,77.61831363,13.04939704,2023-02-09
2465,8000,77.62385404,12.99050155,2023-02-08
2466,2000,77.62769165,13.01566216,2023-02-09
2467,2000,77.58128269,12.95592485,2023-02-08
2468,8000,77.5698556,12.85481278,2023-02-11
2469,128000,77.54515791,13.06189226,2023-02-08
2470,256000,77.55659611,12.97259172,2023-02-10
2471,32000,77.57787027,12.9882213,2023-02-09
2472,250,77.57870417,12.98364573,2023-02-08
2473,64000,77.54634658,12.96680148,2023-02-08
2474,64000,77.54266081,12.97125889,2023-02-08
2475,16000,77.55934233,12.99706992,2023-02-10
2476,32000,77.67121255,12.89093996,2023-02-08
2477,128000,77.63493625,12.96408112,2023-02-09
2478,256000,77.54379276,13.04710822,2023-02-11
2479,250,77.53708392,13.00910753,2023-02-08
2480,256000,77.70639082,12.98182769,2023-02-08
2481,2000,77.57676454,12.9872099,2023-02-08
2482,125,77.61734175,12.94126907,2023-02-11
2483,1000,77.66611221,12.97296342,2023-02-09
2484,16000,77.66636785,12.913061,2023-02-08
2485,2000,77.61530655,12.87826807,2023-02-11
2486,256000,77.53844473,12.92327512,2023-02-09
2487,4000,77.63441812,13.00118873,2023-02-08
2488,128000,77.56487705,12.98573749,2023-02-11
2489,128000,77.59257698,12.99630279,2023-02-10
2490,128000,77.67654696,12.97552136,2023-02-08
2491,16000,77.64071667,12.93684158,2023-02-09
2492,4000,77.55306128,12.95425855,2023-02-09
2493,32000,77.54353139,12.98547314,2023-02-09
2494,4000,77.56574819,12.96331709,2023-02-08
2495,250,77.56886269,12.97512185,2023-02-09
2496,16000,77.64100571,12.93057025,2023-02-08
2497,1000,77.62465496,13.13715646,2023-02-08
2498,125,77.53683078,13.05639996,2023-02-09
2499,4000,77.60281204,13.02694602,2023-02-09
2500,500,77.57685356,13.00298516,2023-02-08
2501,4000,77.56637641,12.94673489,2023-02-11
2502,64000,77.60524517,12.93274882,2023-02-08
2503,64000,77.63596997,13.04523133,2023-02-08
2504,4000,77.54766514,12.9578138,2023-02-08
2505,8000,77.54081848,12.95610568,2023-02-08
2506,1000,77.65852661,13.07397633,2023-02-10
2507,8000,77.56438751,12.92253416,2023-02-08
2508,500,77.53595077,13.0714161,2023-02-09
2509,128000,77.46000867,12.9759465,2023-02-08
2510,64000,77.61719051,13.00603362,2023-02-10
2511,32000,77.55117742,12.93221913,2023-02-09
2512,1000,77.53943013,12.97667952,2023-02-08
2513,2000,77.63956251,13.01753027,2023-02-09
2514,500,77.57561846,12.91510739,2023-02-08
2515,4000,77.67040149,12.91884254,2023-02-08
2516,2000,77.62201266,12.97429624,2023-02-08
2517,125,77.58614266,12.92807524,2023-02-10
2518,1000,77.66748831,13.09047426,2023-02-08
2519,500,77.66096171,12.9936378,2023-02-09
2520,16000,77.63585254,12.9556098,2023-02-08
2521,128000,77.62372217,13.09297201,2023-02-08
2522,125,77.52437087,13.01663733,2023-02-08
2523,1000,77.61023397,12.996194,2023-02-11
2524,32000,77.63770415,12.96713176,2023-02-10
2525,32000,77.70926657,12.92531178,2023-02-09
2526,16000,77.61541626,12.97476105,2023-02-08
2527,32000,77.57119515,13.03133644,2023-02-10
2528,64000,77.59553579,13.1018923,2023-02-09
2529,128000,77.64796343,12.95451111,2023-02-11
2530,4000,77.58719386,12.96028405,2023-02-08
2531,125,77.55826174,12.93883461,2023-02-10
2532,16000,77.64737423,13.00025868,2023-02-08
2533,128000,77.59922689,12.91358429,2023-02-09
2534,500,77.64600283,12.95744898,2023-02-08
2535,4000,77.56065812,12.90988679,2023-02-08
2536,16000,77.59324399,13.03572561,2023-02-08
2537,1000,77.55470179,12.97749454,2023-02-09
2538,1000,77.56205214,12.98230527,2023-02-10
2539,2000,77.58149206,13.00763347,2023-02-10
2540,2000,77.52884666,12.98180491,2023-02-08
2541,128000,77.6759721,12.92213938,2023-02-09
2542,2000,77.6040703,12.93360773,2023-02-08
2543,125,77.50850041,13.01109529,2023-02-08
2544,64000,77.60942789,12.99218184,2023-02-08
2545,250,77.61913121,12.92962787,2023-02-08
2546,2000,77.62920304,12.870277,2023-02-10
2547,125,77.63171458,12.92569193,2023-02-08
2548,1000,77.59743141,13.02588682,2023-02-09
2549,8000,77.57573992,12.99285755,2023-02-09
2550,250,77.61061553,12.90592252,2023-02-08
2551,500,77.63992232,12.98835186,2023-02-11
2552,32000,77.69348917,12.95048502,2023-02-11
2553,125,77.5778131,12.92326295,2023-02-09
2554,250,77.56623109,12.95903701,2023-02-10
2555,32000,77.57074778,12.99070248,2023-02-08
2556,125,77.5795908,13.04614263,2023-02-09
2557,64000,77.56253242,13.02246868,2023-02-08
2558,250,77.5291047,13.0238859,2023-02-09
2559,16000,77.58939025,13.0501314,2023-02-08
2560,32000,77.41112256,13.01773882,2023-02-09
2561,2000,77.55710748,12.91381034,2023-02-08
2562,32000,77.59414564,12.92417109,2023-02-11
2563,256000,77.52709661,12.97840021,2023-02-10
2564,1000,77.56970567,12.92764345,2023-02-08
2565,64000,77.55037443,12.97711207,2023-02-08
